time_step,state,pattern,mapped_prev,mapped_current,mapped_next,status,mapped_to,levenshtein_distance,transition_prev_cur,prob_prev_cur,transition_cur_next,prob_cur_next,probability,confidence_score,decision
162,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
163,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
164,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
165,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
166,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
167,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
168,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
169,aaab,aaba,aaab,aaba,abaa,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abaa,0.7941176470588235,0.335972850678733,0.335972850678733,normal
170,aaba,abaa,aaba,abaa,baab,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baab,0.1323529411764706,0.1051038062283737,0.1051038062283737,normal
171,abaa,baab,abaa,baab,aabb,seen,,,abaa -> baab,0.1323529411764706,baab -> aabb,0.6,0.07941176470588235,0.07941176470588235,anomaly
172,baab,aabb,baab,aabb,abbb,seen,,,baab -> aabb,0.6,aabb -> abbb,0.5576923076923077,0.3346153846153846,0.3346153846153846,normal
173,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
174,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
175,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
176,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
177,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
178,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
179,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
180,baaa,aaaa,baaa,aaaa,aaab,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaab,0.13055954088952654,0.09243996690718302,0.09243996690718302,anomaly
181,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
182,aaab,aaba,aaab,aaba,abaa,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abaa,0.7941176470588235,0.335972850678733,0.335972850678733,normal
183,aaba,abaa,aaba,abaa,baaa,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baaa,0.8676470588235294,0.6890138408304498,0.6890138408304498,normal
184,abaa,baaa,abaa,baaa,aaaa,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaaa,0.708029197080292,0.6143194504079005,0.6143194504079005,normal
185,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
186,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
187,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
188,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
189,aaaa,aaab,aaaa,aaab,aabc,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabc,0.05384615384615385,0.00703012912482066,0.00703012912482066,anomaly
190,aaab,aabc,aaab,aabc,abcb,seen,,,aaab -> aabc,0.05384615384615385,aabc -> abcb,0.47368421052631576,0.025506072874493926,0.025506072874493926,anomaly
191,aabc,abcb,aabc,abcb,bcba,seen,,,aabc -> abcb,0.47368421052631576,abcb -> bcba,0.23076923076923078,0.10931174089068826,0.10931174089068826,normal
192,abcb,bcba,abcb,bcba,cbab,seen,,,abcb -> bcba,0.23076923076923078,bcba -> cbab,0.43478260869565216,0.10033444816053512,0.10033444816053512,normal
193,bcba,cbab,bcba,cbab,babb,seen,,,bcba -> cbab,0.43478260869565216,cbab -> babb,0.38461538461538464,0.16722408026755853,0.16722408026755853,normal
194,cbab,babb,cbab,babb,abbb,seen,,,cbab -> babb,0.38461538461538464,babb -> abbb,0.5822784810126582,0.22395326192794549,0.22395326192794549,normal
195,babb,abbb,babb,abbb,bbba,seen,,,babb -> abbb,0.5822784810126582,abbb -> bbba,0.2761904761904762,0.16081977094635325,0.16081977094635325,normal
196,abbb,bbba,abbb,bbba,bbaa,seen,,,abbb -> bbba,0.2761904761904762,bbba -> bbaa,0.53125,0.14672619047619048,0.14672619047619048,normal
197,bbba,bbaa,bbba,bbaa,baab,seen,,,bbba -> bbaa,0.53125,bbaa -> baab,0.29245283018867924,0.15536556603773585,0.15536556603773585,normal
198,bbaa,baab,bbaa,baab,aabb,seen,,,bbaa -> baab,0.29245283018867924,baab -> aabb,0.6,0.17547169811320754,0.17547169811320754,normal
199,baab,aabb,baab,aabb,abba,seen,,,baab -> aabb,0.6,aabb -> abba,0.3076923076923077,0.18461538461538463,0.18461538461538463,normal
200,aabb,abba,aabb,abba,bbaa,seen,,,aabb -> abba,0.3076923076923077,abba -> bbaa,0.673469387755102,0.20722135007849293,0.20722135007849293,normal
201,abba,bbaa,abba,bbaa,baac,seen,,,abba -> bbaa,0.673469387755102,bbaa -> baac,0.04716981132075472,0.03176742395071236,0.03176742395071236,anomaly
202,bbaa,baac,bbaa,baac,aacb,seen,,,bbaa -> baac,0.04716981132075472,baac -> aacb,0.8571428571428571,0.04043126684636119,0.04043126684636119,anomaly
203,baac,aacb,baac,aacb,acba,seen,,,baac -> aacb,0.8571428571428571,aacb -> acba,0.2,0.17142857142857143,0.17142857142857143,normal
204,aacb,acba,aacb,acba,cbaa,seen,,,aacb -> acba,0.2,acba -> cbaa,0.6666666666666666,0.13333333333333333,0.13333333333333333,normal
205,acba,cbaa,acba,cbaa,baab,seen,,,acba -> cbaa,0.6666666666666666,cbaa -> baab,0.6,0.39999999999999997,0.39999999999999997,normal
206,cbaa,baab,cbaa,baab,aabc,seen,,,cbaa -> baab,0.6,baab -> aabc,0.16363636363636364,0.09818181818181818,0.09818181818181818,anomaly
207,baab,aabc,baab,aabc,abcb,seen,,,baab -> aabc,0.16363636363636364,aabc -> abcb,0.47368421052631576,0.07751196172248803,0.07751196172248803,anomaly
208,aabc,abcb,aabc,abcb,bcbb,seen,,,aabc -> abcb,0.47368421052631576,abcb -> bcbb,0.5384615384615384,0.25506072874493924,0.25506072874493924,normal
209,abcb,bcbb,abcb,bcbb,cbba,seen,,,abcb -> bcbb,0.5384615384615384,bcbb -> cbba,0.34285714285714286,0.1846153846153846,0.1846153846153846,normal
210,bcbb,cbba,bcbb,cbba,bbaa,seen,,,bcbb -> cbba,0.34285714285714286,cbba -> bbaa,0.44,0.15085714285714286,0.15085714285714286,normal
211,cbba,bbaa,cbba,bbaa,baaa,seen,,,cbba -> bbaa,0.44,bbaa -> baaa,0.660377358490566,0.29056603773584905,0.29056603773584905,normal
212,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
213,baaa,aaaa,baaa,aaaa,aaab,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaab,0.13055954088952654,0.09243996690718302,0.09243996690718302,anomaly
214,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
215,aaab,aaba,aaab,aaba,abaa,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abaa,0.7941176470588235,0.335972850678733,0.335972850678733,normal
216,aaba,abaa,aaba,abaa,baaa,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baaa,0.8676470588235294,0.6890138408304498,0.6890138408304498,normal
217,abaa,baaa,abaa,baaa,aaaa,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaaa,0.708029197080292,0.6143194504079005,0.6143194504079005,normal
218,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
219,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
220,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
221,aaab,aabb,aaab,aabb,abbc,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbc,0.1346153846153846,0.07041420118343196,0.07041420118343196,anomaly
222,aabb,abbc,aabb,abbc,bbcb,seen,,,aabb -> abbc,0.1346153846153846,abbc -> bbcb,0.47058823529411764,0.06334841628959276,0.06334841628959276,anomaly
223,abbc,bbcb,abbc,bbcb,bcbb,seen,,,abbc -> bbcb,0.47058823529411764,bbcb -> bcbb,0.5967741935483871,0.2808349146110057,0.2808349146110057,normal
224,bbcb,bcbb,bbcb,bcbb,cbbb,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbbb,0.44285714285714284,0.2642857142857143,0.2642857142857143,normal
225,bcbb,cbbb,bcbb,cbbb,bbbb,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbb,0.5104166666666666,0.22604166666666664,0.22604166666666664,normal
226,cbbb,bbbb,cbbb,bbbb,bbbb,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbbb,0.6030534351145038,0.30780852417302795,0.30780852417302795,normal
227,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
228,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
229,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
230,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
231,bbbb,bbbb,bbbb,bbbb,bbbc,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbc,0.1946564885496183,0.1173882640871744,0.1173882640871744,normal
232,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
233,bbbc,bbcb,bbbc,bbcb,bcbc,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbc,0.25806451612903225,0.06881720430107527,0.06881720430107527,anomaly
234,bbcb,bcbc,bbcb,bcbc,cbcb,seen,,,bbcb -> bcbc,0.25806451612903225,bcbc -> cbcb,0.4,0.1032258064516129,0.1032258064516129,normal
235,bcbc,cbcb,bcbc,cbcb,bcbc,seen,,,bcbc -> cbcb,0.4,cbcb -> bcbc,0.46,0.18400000000000002,0.18400000000000002,normal
236,cbcb,bcbc,cbcb,bcbc,cbcb,seen,,,cbcb -> bcbc,0.46,bcbc -> cbcb,0.4,0.18400000000000002,0.18400000000000002,normal
237,bcbc,cbcb,bcbc,cbcb,bcbb,seen,,,bcbc -> cbcb,0.4,cbcb -> bcbb,0.38,0.15200000000000002,0.15200000000000002,normal
238,cbcb,bcbb,cbcb,bcbb,cbba,seen,,,cbcb -> bcbb,0.38,bcbb -> cbba,0.34285714285714286,0.13028571428571428,0.13028571428571428,normal
239,bcbb,cbba,bcbb,cbba,bbab,seen,,,bcbb -> cbba,0.34285714285714286,cbba -> bbab,0.46,0.15771428571428572,0.15771428571428572,normal
240,cbba,bbab,cbba,bbab,baba,seen,,,cbba -> bbab,0.46,bbab -> baba,0.16883116883116883,0.07766233766233767,0.07766233766233767,anomaly
241,bbab,baba,bbab,baba,abaa,seen,,,bbab -> baba,0.16883116883116883,baba -> abaa,0.375,0.06331168831168832,0.06331168831168832,anomaly
242,baba,abaa,baba,abaa,baaa,seen,,,baba -> abaa,0.375,abaa -> baaa,0.8676470588235294,0.32536764705882354,0.32536764705882354,normal
243,abaa,baaa,abaa,baaa,aaaa,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaaa,0.708029197080292,0.6143194504079005,0.6143194504079005,normal
244,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
245,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
246,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
247,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
248,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
249,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
250,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
251,aaab,aaba,aaab,aaba,abaa,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abaa,0.7941176470588235,0.335972850678733,0.335972850678733,normal
252,aaba,abaa,aaba,abaa,baaa,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baaa,0.8676470588235294,0.6890138408304498,0.6890138408304498,normal
253,abaa,baaa,abaa,baaa,aaab,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaab,0.27007299270072993,0.23432803778445685,0.23432803778445685,normal
254,baaa,aaab,baaa,aaab,aabb,seen,,,baaa -> aaab,0.27007299270072993,aaab -> aabb,0.5230769230769231,0.14126895002807413,0.14126895002807413,normal
255,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
256,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
257,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
258,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
259,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
260,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
261,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
262,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
263,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
264,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
265,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
266,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
267,bbba,bbaa,bbba,bbaa,baab,seen,,,bbba -> bbaa,0.53125,bbaa -> baab,0.29245283018867924,0.15536556603773585,0.15536556603773585,normal
268,bbaa,baab,bbaa,baab,aabb,seen,,,bbaa -> baab,0.29245283018867924,baab -> aabb,0.6,0.17547169811320754,0.17547169811320754,normal
269,baab,aabb,baab,aabb,abbb,seen,,,baab -> aabb,0.6,aabb -> abbb,0.5576923076923077,0.3346153846153846,0.3346153846153846,normal
270,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
271,abbb,bbbb,abbb,bbbb,bbba,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbba,0.20229007633587787,0.10596146855688841,0.10596146855688841,normal
272,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
273,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
274,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
275,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
276,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
277,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
278,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
279,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
280,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
281,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
282,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
283,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
284,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
285,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
286,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
287,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
288,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
289,aabb,abbb,aabb,abbb,bbbc,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbc,0.2,0.11153846153846154,0.11153846153846154,normal
290,abbb,bbbc,abbb,bbbc,bbca,seen,,,abbb -> bbbc,0.2,bbbc -> bbca,0.009523809523809525,0.001904761904761905,0.001904761904761905,anomaly
291,bbbc,bbca,bbbc,bbca,bcaa,seen,,,bbbc -> bbca,0.009523809523809525,bbca -> bcaa,0.5,0.004761904761904762,0.004761904761904762,anomaly
292,bbca,bcaa,bbca,bcaa,caab,seen,,,bbca -> bcaa,0.5,bcaa -> caab,0.4,0.2,0.2,normal
293,bcaa,caab,bcaa,caab,aaba,seen,,,bcaa -> caab,0.4,caab -> aaba,0.0,0.0,0.0,anomaly
294,caab,aaba,caab,aaba,abaa,seen,,,caab -> aaba,0.0,aaba -> abaa,0.7941176470588235,0.0,0.0,anomaly
295,aaba,abaa,aaba,abaa,baaa,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baaa,0.8676470588235294,0.6890138408304498,0.6890138408304498,normal
296,abaa,baaa,abaa,baaa,aaaa,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaaa,0.708029197080292,0.6143194504079005,0.6143194504079005,normal
297,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
298,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
299,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
300,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
301,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
302,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
303,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
304,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
305,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
306,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
307,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
308,bbbb,bbbb,bbbb,bbbb,bbbc,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbc,0.1946564885496183,0.1173882640871744,0.1173882640871744,normal
309,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
310,bbbc,bbcb,bbbc,bbcb,bcbb,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbb,0.5967741935483871,0.15913978494623657,0.15913978494623657,normal
311,bbcb,bcbb,bbcb,bcbb,cbbc,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbbc,0.21428571428571427,0.12788018433179724,0.12788018433179724,normal
312,bcbb,cbbc,bcbb,cbbc,bbcc,seen,,,bcbb -> cbbc,0.21428571428571427,cbbc -> bbcc,0.6226415094339622,0.1334231805929919,0.1334231805929919,normal
313,cbbc,bbcc,cbbc,bbcc,bccb,seen,,,cbbc -> bbcc,0.6226415094339622,bbcc -> bccb,0.3387096774193548,0.21089470480827752,0.21089470480827752,normal
314,bbcc,bccb,bbcc,bccb,ccba,seen,,,bbcc -> bccb,0.3387096774193548,bccb -> ccba,0.16666666666666666,0.0564516129032258,0.0564516129032258,anomaly
315,bccb,ccba,bccb,ccba,cbab,seen,,,bccb -> ccba,0.16666666666666666,ccba -> cbab,0.5,0.08333333333333333,0.08333333333333333,anomaly
316,ccba,cbab,ccba,cbab,babb,seen,,,ccba -> cbab,0.5,cbab -> babb,0.38461538461538464,0.19230769230769232,0.19230769230769232,normal
317,cbab,babb,cbab,babb,abba,seen,,,cbab -> babb,0.38461538461538464,babb -> abba,0.189873417721519,0.07302823758519962,0.07302823758519962,anomaly
318,babb,abba,babb,abba,bbab,seen,,,babb -> abba,0.189873417721519,abba -> bbab,0.32653061224489793,0.061999483337638855,0.061999483337638855,anomaly
319,abba,bbab,abba,bbab,babb,seen,,,abba -> bbab,0.32653061224489793,bbab -> babb,0.6233766233766234,0.20355155049032597,0.20355155049032597,normal
320,bbab,babb,bbab,babb,abbb,seen,,,bbab -> babb,0.6233766233766234,babb -> abbb,0.5822784810126582,0.36297879335854016,0.36297879335854016,normal
321,babb,abbb,babb,abbb,bbbb,seen,,,babb -> abbb,0.5822784810126582,abbb -> bbbb,0.5238095238095238,0.3050030138637734,0.3050030138637734,normal
